,id,compactness,area,length,n_nodes
0,64916046,0.24482327510612317,1.3355695500096718e-07,0.002288236872316468,6
1,81756276,0.6347591950243595,6.524502500120709e-08,0.0012868291481196387,9
2,82887892,0.5547140735753758,5.006588499983884e-08,0.0011816610730862776,9
3,82891132,0.5727741141853797,2.333743000035552e-08,0.0007060285919195944,5
4,83038952,0.5374641850602003,2.1004399999338463e-08,0.0006838824528299678,5
5,84795894,0.36791021523712236,1.4876406000049538e-07,0.0020686010321740262,5
6,84795896,0.32834425106387377,1.1856650000261768e-07,0.001925400000004629,5
7,92433980,0.3259564434907083,8.439540999853653e-08,0.0017476038202026147,9
8,92433982,0.271410555418229,7.394477999913151e-08,0.0017879646910661771,9
9,107472066,0.8778851575676889,2.5620375249971763e-06,0.006672683566007109,11
10,114040300,0.6331965276620236,4.1682919999075316e-08,0.0009154847407605964,5
11,114040302,0.6030891275436869,4.5324590000301046e-08,0.0009686891896100668,5
12,129976988,0.7146402599507442,2.2930155500035173e-07,0.0027187165297531493,60
13,133122722,0.2574430842848846,6.186199500039494e-08,0.001656502348715677,13
14,133122742,0.4143539419685022,4.552851000084363e-08,0.0010987246149111818,5
15,133122750,0.2906136928852415,6.675610999805035e-08,0.0015146593933449378,5
16,133122752,0.29120627020233186,6.656704999831194e-08,0.0015095836473877637,5
17,133122792,0.2574913794367607,6.185092999940553e-08,0.0016564650852546122,13
18,133122804,0.290356655984232,6.669428000476227e-08,0.001514481429880277,5
19,133122812,0.2906136929009154,6.675610999805035e-08,0.0015146593933449378,5
20,133122822,0.29061369289278466,6.675611000022249e-08,0.001514659393364849,5
21,133122864,0.41435394201550646,4.552851000014091e-08,0.0010987246149136195,5
22,133122870,0.4142703716367706,4.549587999943725e-08,0.0010984138136863877,5
23,137211262,0.528658813153764,6.577452500184271e-08,0.001353510248510457,7
24,137211272,0.3994064170355482,1.0427904000129947e-07,0.0018448893785340688,8
25,137211296,0.3250335974614145,7.838580499795596e-08,0.0015716901256892404,5
26,137211302,0.23589828720167536,9.072459999927042e-08,0.0019158526382381767,5
27,137211316,0.3788372302942185,1.324182599955265e-07,0.0022847229621458715,7
28,137211356,0.4187870583394179,8.894319499909345e-08,0.0018253961999169159,7
29,137211374,0.4486804178727657,6.129603500118515e-08,0.0012385566392678292,5
30,137211380,0.3901805270611005,7.16238999994461e-08,0.0014054652675778373,5
31,137211394,0.33184890597595706,1.035727249992004e-07,0.002015303848485002,7
32,137211424,0.27541343719664796,1.0457645500020594e-07,0.0019333786898666008,5
33,137211428,0.22755923932479738,1.3672391499953703e-07,0.0025266675857170944,8
34,137211472,0.37678417071209425,1.021224400019052e-07,0.001855598394142664,7
35,137211492,0.3548878958635231,8.50504000031475e-08,0.001771647934441076,7
36,137211514,0.37532527065193527,6.856526000188348e-08,0.0013983184009420551,5
37,137211584,0.3901805270590867,7.16238999994461e-08,0.0014054652675778373,5
38,137211610,0.21103531987370727,1.649095000034997e-07,0.0029096816398639534,7
39,137211660,0.4486804178879895,6.129603500108211e-08,0.001238556639277678,5
40,137514118,0.49511018985960376,5.279278500105608e-08,0.001112170375793277,5
41,137514122,0.5792108975923533,4.36355499998695e-08,0.0009615667428234951,5
42,137514126,0.6022859799401172,4.152717999858304e-08,0.0009267967496550759,5
43,137514136,0.5607648347189346,4.5457880000318e-08,0.000991436802329896,5
44,137514140,0.5118814311862038,5.070205499872459e-08,0.00107810285802788,5
45,137514144,0.3485719010888929,7.801580499561751e-08,0.0015277274648923041,5
46,137514146,0.3729951986289738,7.246589000087851e-08,0.0014366366684983051,5
47,141716442,0.41069576457357404,4.339378500181997e-08,0.0010778515596065485,5
48,141905656,0.5120592478088647,7.792938499881556e-08,0.001337864504801442,5
49,141905658,0.6290207147766761,5.976769000004187e-08,0.001098262028650872,5
50,141905660,0.3288763307234619,1.0072262499793668e-07,0.0017782882555555308,5
51,141905662,0.33154105243682985,1.1488657000225029e-07,0.0018893758023036315,5
52,141905664,0.4535803423461165,6.519319500175252e-08,0.0012769163411572352,5
53,167788360,0.741375498440957,7.260146000021108e-07,0.003743543491252636,16
54,189331280,0.4960047850140687,7.053232999984508e-08,0.001286360668445239,5
55,189331286,0.4960047849864857,7.053232999984508e-08,0.001286360668445239,5
56,189331288,0.3955362282761936,9.654194999990574e-08,0.0016250241594612034,5
57,189331290,0.4960047849512513,7.053232999986889e-08,0.0012863606684581645,5
58,189331296,0.3957109249804643,9.657210000022636e-08,0.001625031295875756,5
59,189331474,0.23957610769353777,1.0461343999567273e-07,0.002042820194863126,5
60,189331476,0.33035919115787654,8.52251249984482e-08,0.0016288273589579105,5
61,189331478,0.2393684350862614,1.0453133500009713e-07,0.002042729489062138,5
62,189331480,0.29338557952826955,9.553629999921168e-08,0.0018034844991796745,5
63,189677158,0.21714748576642495,1.2318848000005394e-07,0.0024621402567885564,9
64,189677160,0.26913768748196326,9.614976000130197e-08,0.0018703999999871712,5
65,189677166,0.3770646400750839,6.441391499834958e-08,0.0014675948012788293,9
66,189677170,0.20186156539619982,1.2220956000028622e-07,0.0023670000000066693,5
67,189677172,0.30981911725824673,1.0229897999817843e-07,0.0018277999999867234,5
68,189677182,0.31881592474317083,1.0687963500039248e-07,0.0018534320191603518,5
69,189677184,0.37776783412039067,5.8494299998841633e-08,0.0012889533150866146,5
70,189677212,0.1968117178769937,1.230144400015789e-07,0.0023998000000062802,5
71,189677216,0.24365280275477488,1.2709032000114241e-07,0.0022364000000010265,5
72,189677230,0.3672144247938326,8.141880000091761e-08,0.0015361493861251179,5
73,189680874,0.3678927618523577,6.261140000111578e-08,0.001342029607995783,5
74,189680876,0.39802043684815824,6.930718500022966e-08,0.0013728726947828927,5
75,189680878,0.44220090002208584,7.556135499992426e-08,0.0013819954313851871,5
76,189680880,0.4516220141250042,4.095012000081166e-08,0.001010111671714047,5
77,189680882,0.4279331479031049,7.73045399973328e-08,0.0014136832711833113,5
78,189680884,0.7630284743073462,3.841449500062378e-08,0.0009180520858599375,8
79,189680888,0.763042925648935,3.842088500004695e-08,0.000918148079624518,8
80,189680892,0.3831737374630579,6.743433000005016e-08,0.0013725722783835491,5
81,189680894,0.4845878513251735,5.7360690000559485e-08,0.0011676203970743375,5
82,189680896,0.44659672888664065,7.072612500000217e-08,0.0013325334689196144,5
83,189681722,0.8358109849362175,6.384815499850392e-08,0.0011570342984029626,9
84,189681726,0.839789890906251,6.459537500149045e-08,0.0011569294179237563,10
85,189681734,0.5345978918007299,7.80785900003545e-08,0.0015087062326315595,9
86,189681738,0.5554409734230393,4.1769510000078065e-08,0.0009567566783341343,5
